"time_period";"geo_id";"geographic_level";"age";"age_class";"sex";"obs_value";"pop_obs_value";"pop_age_obs_value";"ratio"
"2021";"609";"Schieren";"Y_GE100";"100 years or over";"Male";"0";"2113";"0";"0.0"
"2021";"710";"Wahl";"Y30T34";"From 30 to 34 years";"Male";"35";"1043";"65";"53.8"
"2021";"607";"Mertzig";"Y70T74";"From 70 to 74 years";"Male";"34";"2293";"72";"47.2"
"2021";"1103";"Flaxweiler";"Y_GE85";"85 years or over";"Female";"23";"2160";"35";"65.7"
"2021";"807";"Wiltz";"Y15T19";"From 15 to 19 years";"Female";"234";"7697";"494";"47.4"
"2021";"1002";"Bech";"Y65T84";"From 65 to 84 years";"Male";"94";"1330";"185";"50.8"
"2021";"1002";"Bech";"Y5T9";"From 5 to 9 years";"Female";"32";"1330";"66";"48.5"
"2021";"603";"Diekirch";"Y35T39";"From 35 to 39 years";"Female";"214";"7143";"451";"47.5"
"2021";"206";"Kayl";"Y20T24";"From 20 to 24 years";"Female";"294";"9701";"603";"48.8"
"2021";"1201";"Bous";"Y35T39";"From 35 to 39 years";"Total";"123";"1698";"123";"7.2"
"2021";"8";"Canton Wiltz";"Y_LT15";"Less than 15 years";"Total";"3368";"18562";"3368";"18.1"
"2021";"306";"Sandweiler";"Y85T89";"From 85 to 89 years";"Female";"29";"3716";"56";"51.8"
"2021";"1003";"Berdorf";"Y95T99";"From 95 to 99 years";"Male";"1";"1983";"1";"100.0"
"2021";"209";"Pétange";"Y15T19";"From 15 to 19 years";"Female";"590";"20385";"1261";"46.8"
"2021";"6";"Canton Diekirch";"Y95T99";"From 95 to 99 years";"Total";"41";"34278";"41";"0.1"
"2021";"504";"Troisvierges";"Y50T54";"From 50 to 54 years";"Male";"147";"3463";"268";"54.9"
"2021";"406";"Larochette";"Y50T64";"From 50 to 64 years";"Female";"228";"2206";"457";"49.9"
"2021";"107";"Kopstal";"_T";"Total";"Female";"2101";"4137";"4137";"50.8"
"2021";"404";"Fischbach";"_T";"Total";"Male";"637";"1256";"1256";"50.7"
"2021";"105";"Kehlen";"Y65T84";"From 65 to 84 years";"Total";"1072";"6168";"1072";"17.4"
"2021";"1104";"Grevenmacher";"Y35T39";"From 35 to 39 years";"Female";"176";"5050";"329";"53.5"
"2021";"807";"Wiltz";"Y5T9";"From 5 to 9 years";"Total";"516";"7697";"516";"6.7"
"2021";"8";"Canton Wiltz";"Y_GE85";"85 years or over";"Male";"104";"18562";"284";"36.6"
"2021";"207";"Leudelange";"Y5T9";"From 5 to 9 years";"Female";"78";"2704";"162";"48.1"
"2021";"901";"Tandel";"Y80T84";"From 80 to 84 years";"Total";"34";"2207";"34";"1.5"
"2021";"306";"Sandweiler";"Y65T69";"From 65 to 69 years";"Male";"83";"3716";"154";"53.9"
"2021";"406";"Larochette";"Y75T79";"From 75 to 79 years";"Male";"30";"2206";"59";"50.8"
"2021";"709";"Vichten";"Y65T84";"From 65 to 84 years";"Female";"71";"1365";"149";"47.7"
"2021";"1204";"Mondorf-les-Bains";"Y_GE100";"100 years or over";"Total";"0";"5403";"0";"0.0"
"2021";"310";"Walferdange";"Y_GE85";"85 years or over";"Total";"181";"8527";"181";"2.1"
"2021";"1001";"Beaufort";"Y65T69";"From 65 to 69 years";"Total";"130";"3004";"130";"4.3"
"2021";"1005";"Echternach";"_T";"Total";"Female";"2905";"5690";"5690";"51.1"
"2021";"407";"Lintgen";"Y65T84";"From 65 to 84 years";"Male";"193";"3401";"399";"48.4"
"2021";"802";"Esch-sur-Sûre";"Y_GE85";"85 years or over";"Female";"21";"2991";"37";"56.8"
"2021";"609";"Schieren";"Y5T9";"From 5 to 9 years";"Female";"50";"2113";"119";"42.0"
"2021";"308";"Steinsel";"Y_LT5";"Less than 5 years";"Male";"147";"5559";"279";"52.7"
"2021";"4";"Canton Mersch";"Y_LT15";"Less than 15 years";"Female";"2938";"34652";"6012";"48.9"
"2021";"1202";"Dalheim";"Y75T79";"From 75 to 79 years";"Total";"74";"2399";"74";"3.1"
"2021";"210";"Reckange-sur-Mess";"Y30T34";"From 30 to 34 years";"Male";"72";"2684";"147";"49.0"
"2021";"7";"Canton Redange";"Y20T24";"From 20 to 24 years";"Female";"597";"20279";"1259";"47.4"
"2021";"1104";"Grevenmacher";"Y65T84";"From 65 to 84 years";"Male";"317";"5050";"701";"45.2"
"2021";"1207";"Stadtbredimus";"Y50T54";"From 50 to 54 years";"Male";"89";"1971";"178";"50.0"
"2021";"210";"Reckange-sur-Mess";"Y60T64";"From 60 to 64 years";"Female";"77";"2684";"145";"53.1"
"2021";"1202";"Dalheim";"Y85T89";"From 85 to 89 years";"Male";"10";"2399";"22";"45.5"
"2021";"410";"Nommern";"Y50T54";"From 50 to 54 years";"Female";"63";"1446";"106";"59.4"
"2021";"808";"Winseler";"Y_GE100";"100 years or over";"Total";"1";"1420";"1";"0.1"
"2021";"204";"Esch-sur-Alzette";"Y20T24";"From 20 to 24 years";"Total";"2455";"36117";"2455";"6.8"
"2021";"1205";"Remich";"Y65T84";"From 65 to 84 years";"Male";"334";"3819";"735";"45.4"
"2021";"606";"Feulen";"Y95T99";"From 95 to 99 years";"Male";"0";"2302";"2";"0.0"
"2021";"503";"Parc Hosingen";"Y50T64";"From 50 to 64 years";"Total";"804";"3834";"804";"21.0"
"2021";"1004";"Consdorf";"Y75T79";"From 75 to 79 years";"Male";"24";"2126";"44";"54.5"
"2021";"305";"Niederanven";"Y65T69";"From 65 to 69 years";"Male";"176";"6442";"405";"43.5"
"2021";"702";"Preizerdaul";"Y55T59";"From 55 to 59 years";"Total";"153";"1764";"153";"8.7"
"2021";"1008";"Waldbillig";"Y75T79";"From 75 to 79 years";"Female";"14";"1908";"26";"53.8"
"2021";"605";"Ettelbruck";"Y75T79";"From 75 to 79 years";"Male";"120";"9353";"265";"45.3"
"2021";"707";"Saeul";"Y65T84";"From 65 to 84 years";"Male";"42";"960";"90";"46.7"
"2021";"1103";"Flaxweiler";"Y90T94";"From 90 to 94 years";"Male";"1";"2160";"8";"12.5"
"2021";"705";"Grosbous";"Y_GE85";"85 years or over";"Female";"6";"1130";"9";"66.7"
"2021";"1006";"Rosport - Mompach";"Y_LT15";"Less than 15 years";"Male";"329";"3638";"612";"53.8"
"2021";"105";"Kehlen";"Y_LT5";"Less than 5 years";"Female";"149";"6168";"294";"50.7"
"2021";"106";"Koerich";"Y55T59";"From 55 to 59 years";"Male";"109";"2649";"201";"54.2"
"2021";"1006";"Rosport - Mompach";"Y40T44";"From 40 to 44 years";"Male";"130";"3638";"262";"49.6"
"2021";"502";"Wincrange";"Y_GE85";"85 years or over";"Female";"54";"4671";"86";"62.8"
"2021";"2";"Canton Esch";"Y75T79";"From 75 to 79 years";"Male";"2317";"186224";"5011";"46.2"
"2021";"11";"Canton Grevenmacher";"Y_LT5";"Less than 5 years";"Total";"1658";"31682";"1658";"5.2"
"2021";"107";"Kopstal";"Y60T64";"From 60 to 64 years";"Total";"198";"4137";"198";"4.8"
"2021";"12";"Canton Remich";"Y5T9";"From 5 to 9 years";"Male";"617";"23684";"1260";"49.0"
"2021";"1202";"Dalheim";"Y5T9";"From 5 to 9 years";"Total";"135";"2399";"135";"5.6"
"2021";"606";"Feulen";"Y_LT15";"Less than 15 years";"Female";"187";"2302";"407";"45.9"
"2021";"11";"Canton Grevenmacher";"Y20T24";"From 20 to 24 years";"Female";"905";"31682";"1898";"47.7"
"2021";"204";"Esch-sur-Alzette";"Y_GE85";"85 years or over";"Male";"228";"36117";"748";"30.5"
"2021";"311";"Weiler-la-Tour";"Y15T29";"From 15 to 29 years";"Male";"227";"2501";"435";"52.2"
"2021";"209";"Pétange";"Y35T39";"From 35 to 39 years";"Total";"1530";"20385";"1530";"7.5"
"2021";"10";"Canton Echternach";"Y35T39";"From 35 to 39 years";"Female";"704";"19679";"1350";"52.1"
"2021";"1";"Canton Capellen";"Y30T49";"From 30 to 49 years";"Total";"14337";"51523";"14337";"27.8"
"2021";"4";"Canton Mersch";"Y35T39";"From 35 to 39 years";"Male";"1373";"34652";"2763";"49.7"
"2021";"107";"Kopstal";"Y80T84";"From 80 to 84 years";"Total";"106";"4137";"106";"2.6"
"2021";"12";"Canton Remich";"Y30T49";"From 30 to 49 years";"Total";"6395";"23684";"6395";"27.0"
"2021";"203";"Dudelange";"_T";"Total";"Total";"21568";"21568";"21568";"100.0"
"2021";"609";"Schieren";"Y10T14";"From 10 to 14 years";"Female";"40";"2113";"94";"42.6"
"2021";"608";"Reisdorf";"Y80T84";"From 80 to 84 years";"Male";"10";"1313";"20";"50.0"
"2021";"501";"Clervaux";"Y70T74";"From 70 to 74 years";"Total";"200";"5751";"200";"3.5"
"2021";"1102";"Biwer";"Y15T19";"From 15 to 19 years";"Male";"54";"1894";"87";"62.1"
"2021";"603";"Diekirch";"Y65T84";"From 65 to 84 years";"Total";"1146";"7143";"1146";"16.0"
"2021";"806";"Lac de la Haute-Sûre";"Y_GE100";"100 years or over";"Total";"1";"2160";"1";"0.0"
"2021";"212";"Rumelange";"Y65T69";"From 65 to 69 years";"Total";"250";"5670";"250";"4.4"
"2021";"404";"Fischbach";"Y_LT15";"Less than 15 years";"Male";"137";"1256";"259";"52.9"
"2021";"104";"Käerjeng";"Y70T74";"From 70 to 74 years";"Total";"462";"10761";"462";"4.3"
"2021";"208";"Mondercange";"Y10T14";"From 10 to 14 years";"Male";"166";"6979";"333";"49.8"
"2021";"301";"Bertrange";"Y35T39";"From 35 to 39 years";"Total";"661";"8534";"661";"7.7"
"2021";"408";"Lorentzweiler";"Y85T89";"From 85 to 89 years";"Female";"49";"4420";"78";"62.8"
"2021";"212";"Rumelange";"Y_GE100";"100 years or over";"Total";"1";"5670";"1";"0.0"
"2021";"204";"Esch-sur-Alzette";"Y5T9";"From 5 to 9 years";"Male";"1019";"36117";"1940";"52.5"
"2021";"204";"Esch-sur-Alzette";"Y30T34";"From 30 to 34 years";"Female";"1377";"36117";"2862";"48.1"
"2021";"406";"Larochette";"Y80T84";"From 80 to 84 years";"Female";"16";"2206";"31";"51.6"
"2021";"608";"Reisdorf";"Y95T99";"From 95 to 99 years";"Male";"0";"1313";"0";"0.0"
"2021";"701";"Beckerich";"Y_GE85";"85 years or over";"Female";"28";"2776";"44";"63.6"
"2021";"1001";"Beaufort";"Y45T49";"From 45 to 49 years";"Female";"115";"3004";"243";"47.3"
"2021";"105";"Kehlen";"Y45T49";"From 45 to 49 years";"Total";"437";"6168";"437";"7.1"
"2021";"703";"Ell";"Y5T9";"From 5 to 9 years";"Female";"28";"1547";"79";"35.4"
"2021";"701";"Beckerich";"Y35T39";"From 35 to 39 years";"Female";"93";"2776";"189";"49.2"
"2021";"1201";"Bous";"Y75T79";"From 75 to 79 years";"Male";"13";"1698";"27";"48.1"
"2021";"505";"Weiswampach";"Y_GE100";"100 years or over";"Female";"0";"2225";"0";"0.0"
"2021";"4";"Canton Mersch";"Y85T89";"From 85 to 89 years";"Total";"376";"34652";"376";"1.1"
"2021";"203";"Dudelange";"Y65T69";"From 65 to 69 years";"Total";"1033";"21568";"1033";"4.8"
"2021";"103";"Habscht";"Y70T74";"From 70 to 74 years";"Total";"159";"4918";"159";"3.2"
"2021";"202";"Differdange";"Y50T64";"From 50 to 64 years";"Female";"2519";"28532";"5249";"48.0"
"2021";"1001";"Beaufort";"Y_GE85";"85 years or over";"Male";"14";"3004";"34";"41.2"
"2021";"408";"Lorentzweiler";"Y20T24";"From 20 to 24 years";"Female";"100";"4420";"202";"49.5"
"2021";"10";"Canton Echternach";"Y65T84";"From 65 to 84 years";"Female";"1401";"19679";"2660";"52.7"
"2021";"605";"Ettelbruck";"Y35T39";"From 35 to 39 years";"Female";"306";"9353";"622";"49.2"
"2021";"10";"Canton Echternach";"Y65T69";"From 65 to 69 years";"Total";"982";"19679";"982";"5.0"
"2021";"805";"Kiischpelt";"Y_GE85";"85 years or over";"Total";"27";"1226";"27";"2.2"
"2021";"204";"Esch-sur-Alzette";"Y55T59";"From 55 to 59 years";"Male";"1313";"36117";"2478";"53.0"
"2021";"1102";"Biwer";"Y75T79";"From 75 to 79 years";"Total";"48";"1894";"48";"2.5"
"2021";"707";"Saeul";"Y85T89";"From 85 to 89 years";"Total";"9";"960";"9";"0.9"
"2021";"702";"Preizerdaul";"Y20T24";"From 20 to 24 years";"Male";"60";"1764";"115";"52.2"
"2021";"311";"Weiler-la-Tour";"Y50T64";"From 50 to 64 years";"Male";"282";"2501";"526";"53.6"
"2021";"708";"Useldange";"Y65T69";"From 65 to 69 years";"Total";"92";"2029";"92";"4.5"
"2021";"301";"Bertrange";"Y_GE85";"85 years or over";"Total";"207";"8534";"207";"2.4"
"2021";"1";"Canton Capellen";"Y50T54";"From 50 to 54 years";"Total";"4035";"51523";"4035";"7.8"
"2021";"410";"Nommern";"Y90T94";"From 90 to 94 years";"Male";"1";"1446";"3";"33.3"
"2021";"214";"Schifflange";"Y15T19";"From 15 to 19 years";"Male";"306";"11148";"600";"51.0"
"2021";"4";"Canton Mersch";"Y15T29";"From 15 to 29 years";"Total";"6218";"34652";"6218";"17.9"
"2021";"209";"Pétange";"Y30T49";"From 30 to 49 years";"Female";"3004";"20385";"5967";"50.3"
"2021";"1008";"Waldbillig";"Y_GE85";"85 years or over";"Female";"21";"1908";"25";"84.0"
"2021";"805";"Kiischpelt";"Y15T19";"From 15 to 19 years";"Total";"66";"1226";"66";"5.4"
"2021";"206";"Kayl";"Y25T29";"From 25 to 29 years";"Female";"378";"9701";"711";"53.2"
"2021";"710";"Wahl";"Y90T94";"From 90 to 94 years";"Female";"3";"1043";"5";"60.0"
"2021";"401";"Colmar-Berg";"_T";"Total";"Total";"2271";"2271";"2271";"100.0"
"2021";"302";"Contern";"Y60T64";"From 60 to 64 years";"Female";"130";"4154";"255";"51.0"
"2021";"601";"Bettendorf";"Y90T94";"From 90 to 94 years";"Total";"10";"2943";"10";"0.3"
"2021";"609";"Schieren";"Y35T39";"From 35 to 39 years";"Female";"74";"2113";"162";"45.7"
"2021";"7";"Canton Redange";"Y30T49";"From 30 to 49 years";"Male";"2886";"20279";"5783";"49.9"
"2021";"501";"Clervaux";"Y50T54";"From 50 to 54 years";"Female";"210";"5751";"428";"49.1"
"2021";"7";"Canton Redange";"Y20T24";"From 20 to 24 years";"Male";"662";"20279";"1259";"52.6"
"2021";"110";"Steinfort";"Y10T14";"From 10 to 14 years";"Female";"154";"5717";"309";"49.8"
"2021";"201";"Bettembourg";"Y20T24";"From 20 to 24 years";"Total";"635";"11406";"635";"5.6"
"2021";"212";"Rumelange";"Y50T54";"From 50 to 54 years";"Male";"225";"5670";"423";"53.2"
"2021";"102";"Garnich";"Y90T94";"From 90 to 94 years";"Total";"6";"2255";"6";"0.3"
"2021";"5";"Canton Clervaux";"Y55T59";"From 55 to 59 years";"Total";"1574";"19944";"1574";"7.9"
"2021";"805";"Kiischpelt";"Y45T49";"From 45 to 49 years";"Female";"46";"1226";"81";"56.8"
"2021";"1204";"Mondorf-les-Bains";"Y30T49";"From 30 to 49 years";"Female";"664";"5403";"1321";"50.3"
"2021";"710";"Wahl";"Y_LT5";"Less than 5 years";"Female";"33";"1043";"63";"52.4"
"2021";"1205";"Remich";"Y_LT5";"Less than 5 years";"Female";"101";"3819";"183";"55.2"
"2021";"209";"Pétange";"Y40T44";"From 40 to 44 years";"Total";"1399";"20385";"1399";"6.9"
"2021";"401";"Colmar-Berg";"Y15T19";"From 15 to 19 years";"Female";"54";"2271";"117";"46.2"
"2021";"105";"Kehlen";"Y20T24";"From 20 to 24 years";"Female";"162";"6168";"338";"47.9"
"2021";"1003";"Berdorf";"Y65T84";"From 65 to 84 years";"Total";"254";"1983";"254";"12.8"
"2021";"1008";"Waldbillig";"Y65T84";"From 65 to 84 years";"Male";"90";"1908";"167";"53.9"
"2021";"311";"Weiler-la-Tour";"Y10T14";"From 10 to 14 years";"Female";"74";"2501";"177";"41.8"
"2021";"1202";"Dalheim";"Y45T49";"From 45 to 49 years";"Male";"86";"2399";"170";"50.6"
"2021";"402";"Bissen";"Y5T9";"From 5 to 9 years";"Female";"86";"3315";"170";"50.6"
"2021";"407";"Lintgen";"Y65T69";"From 65 to 69 years";"Female";"94";"3401";"170";"55.3"
"2021";"9";"Canton Vianden";"Y70T74";"From 70 to 74 years";"Total";"180";"5502";"180";"3.3"
"2021";"104";"Käerjeng";"Y40T44";"From 40 to 44 years";"Female";"366";"10761";"701";"52.2"
"2021";"214";"Schifflange";"Y25T29";"From 25 to 29 years";"Total";"836";"11148";"836";"7.5"
"2021";"309";"Strassen";"Y5T9";"From 5 to 9 years";"Female";"344";"10261";"690";"49.9"
"2021";"705";"Grosbous";"Y70T74";"From 70 to 74 years";"Female";"21";"1130";"42";"50.0"
"2021";"102";"Garnich";"Y_LT5";"Less than 5 years";"Total";"129";"2255";"129";"5.7"
"2021";"304";"Luxembourg";"Y_LT15";"Less than 15 years";"Male";"8408";"128097";"16596";"50.7"
"2021";"102";"Garnich";"Y30T34";"From 30 to 34 years";"Total";"125";"2255";"125";"5.5"
"2021";"604";"Erpeldange-sur-Sûre";"Y75T79";"From 75 to 79 years";"Male";"48";"2435";"90";"53.3"
"2021";"6";"Canton Diekirch";"Y80T84";"From 80 to 84 years";"Female";"430";"34278";"743";"57.9"
"2021";"311";"Weiler-la-Tour";"Y70T74";"From 70 to 74 years";"Total";"90";"2501";"90";"3.6"
"2021";"704";"Rambrouch";"Y35T39";"From 35 to 39 years";"Male";"157";"4697";"321";"48.9"
"2021";"901";"Tandel";"Y50T54";"From 50 to 54 years";"Female";"94";"2207";"163";"57.7"
"2021";"407";"Lintgen";"Y65T69";"From 65 to 69 years";"Male";"76";"3401";"170";"44.7"
"2021";"404";"Fischbach";"Y35T39";"From 35 to 39 years";"Total";"122";"1256";"122";"9.7"
"2021";"4";"Canton Mersch";"Y40T44";"From 40 to 44 years";"Male";"1330";"34652";"2636";"50.5"
"2021";"403";"Helperknapp";"Y50T54";"From 50 to 54 years";"Male";"162";"4664";"342";"47.4"
"2021";"304";"Luxembourg";"Y30T49";"From 30 to 49 years";"Male";"25646";"128097";"48441";"52.9"
"2021";"605";"Ettelbruck";"Y20T24";"From 20 to 24 years";"Female";"323";"9353";"610";"53.0"
"2021";"302";"Contern";"Y_GE100";"100 years or over";"Total";"2";"4154";"2";"0.0"
"2021";"901";"Tandel";"Y30T34";"From 30 to 34 years";"Male";"87";"2207";"168";"51.8"
"2021";"206";"Kayl";"Y80T84";"From 80 to 84 years";"Male";"63";"9701";"184";"34.2"
"2021";"501";"Clervaux";"Y75T79";"From 75 to 79 years";"Total";"124";"5751";"124";"2.2"
"2021";"1201";"Bous";"Y65T69";"From 65 to 69 years";"Total";"80";"1698";"80";"4.7"
"2021";"710";"Wahl";"Y65T69";"From 65 to 69 years";"Total";"48";"1043";"48";"4.6"
"2021";"704";"Rambrouch";"Y95T99";"From 95 to 99 years";"Male";"1";"4697";"4";"25.0"
"2021";"706";"Redange-sur-Attert";"Y30T34";"From 30 to 34 years";"Female";"86";"2968";"190";"45.3"
"2021";"208";"Mondercange";"Y25T29";"From 25 to 29 years";"Total";"515";"6979";"515";"7.4"
"2021";"601";"Bettendorf";"Y20T24";"From 20 to 24 years";"Female";"101";"2943";"220";"45.9"
"2021";"104";"Käerjeng";"Y55T59";"From 55 to 59 years";"Total";"897";"10761";"897";"8.3"
"2021";"1103";"Flaxweiler";"Y85T89";"From 85 to 89 years";"Male";"11";"2160";"26";"42.3"
"2021";"902";"Putscheid";"Y70T74";"From 70 to 74 years";"Total";"40";"1127";"40";"3.5"
"2021";"1106";"Manternach";"Y_LT15";"Less than 15 years";"Total";"366";"2232";"366";"16.4"
"2021";"211";"Roeser";"Y95T99";"From 95 to 99 years";"Male";"2";"6598";"11";"18.2"
"2021";"110";"Steinfort";"Y10T14";"From 10 to 14 years";"Total";"309";"5717";"309";"5.4"
"2021";"308";"Steinsel";"Y30T34";"From 30 to 34 years";"Total";"309";"5559";"309";"5.6"
"2021";"11";"Canton Grevenmacher";"Y70T74";"From 70 to 74 years";"Total";"1202";"31682";"1202";"3.8"
"2021";"807";"Wiltz";"Y65T84";"From 65 to 84 years";"Total";"908";"7697";"908";"11.8"
"2021";"410";"Nommern";"Y75T79";"From 75 to 79 years";"Male";"11";"1446";"26";"42.3"
"2021";"10";"Canton Echternach";"Y30T49";"From 30 to 49 years";"Male";"2785";"19679";"5549";"50.2"
"2021";"301";"Bertrange";"Y15T19";"From 15 to 19 years";"Male";"245";"8534";"462";"53.0"
"2021";"310";"Walferdange";"Y30T49";"From 30 to 49 years";"Total";"2657";"8527";"2657";"31.2"
"2021";"1006";"Rosport - Mompach";"Y50T64";"From 50 to 64 years";"Total";"800";"3638";"800";"22.0"
"2021";"1105";"Junglinster";"Y_GE85";"85 years or over";"Female";"91";"8405";"150";"60.7"
"2021";"302";"Contern";"Y30T34";"From 30 to 34 years";"Male";"151";"4154";"303";"49.8"
"2021";"6";"Canton Diekirch";"Y30T49";"From 30 to 49 years";"Female";"4683";"34278";"9560";"49.0"
"2021";"610";"Vallée de l'Ernz";"Y30T49";"From 30 to 49 years";"Female";"384";"2697";"783";"49.0"
"2021";"304";"Luxembourg";"Y15T19";"From 15 to 19 years";"Male";"2588";"128097";"4861";"53.2"
"2021";"5";"Canton Clervaux";"Y35T39";"From 35 to 39 years";"Male";"639";"19944";"1302";"49.1"
"2021";"214";"Schifflange";"Y65T69";"From 65 to 69 years";"Total";"475";"11148";"475";"4.3"
"2021";"213";"Sanem";"Y30T34";"From 30 to 34 years";"Total";"1376";"17964";"1376";"7.7"
"2021";"208";"Mondercange";"Y60T64";"From 60 to 64 years";"Male";"268";"6979";"550";"48.7"
"2021";"901";"Tandel";"Y15T19";"From 15 to 19 years";"Total";"141";"2207";"141";"6.4"
"2021";"308";"Steinsel";"Y50T64";"From 50 to 64 years";"Male";"543";"5559";"1106";"49.1"
"2021";"311";"Weiler-la-Tour";"Y30T49";"From 30 to 49 years";"Male";"355";"2501";"742";"47.8"
"2021";"701";"Beckerich";"Y55T59";"From 55 to 59 years";"Total";"207";"2776";"207";"7.5"
"2021";"201";"Bettembourg";"Y85T89";"From 85 to 89 years";"Total";"195";"11406";"195";"1.7"
"2021";"308";"Steinsel";"Y25T29";"From 25 to 29 years";"Female";"157";"5559";"309";"50.8"
"2021";"1205";"Remich";"Y30T49";"From 30 to 49 years";"Male";"540";"3819";"1022";"52.8"
"2021";"103";"Habscht";"Y55T59";"From 55 to 59 years";"Female";"186";"4918";"400";"46.5"
"2021";"804";"Goesdorf";"Y60T64";"From 60 to 64 years";"Total";"99";"1630";"99";"6.1"
"2021";"710";"Wahl";"Y35T39";"From 35 to 39 years";"Male";"35";"1043";"72";"48.6"
"2021";"1206";"Schengen";"Y65T84";"From 65 to 84 years";"Total";"738";"5075";"738";"14.5"
"2021";"205";"Frisange";"Y75T79";"From 75 to 79 years";"Female";"59";"4768";"115";"51.3"
"2021";"102";"Garnich";"Y15T29";"From 15 to 29 years";"Female";"187";"2255";"366";"51.1"
"2021";"311";"Weiler-la-Tour";"Y85T89";"From 85 to 89 years";"Male";"9";"2501";"16";"56.2"
"2021";"310";"Walferdange";"Y30T49";"From 30 to 49 years";"Female";"1377";"8527";"2657";"51.8"
"2021";"4";"Canton Mersch";"Y40T44";"From 40 to 44 years";"Female";"1306";"34652";"2636";"49.5"
"2021";"1201";"Bous";"Y20T24";"From 20 to 24 years";"Total";"95";"1698";"95";"5.6"
"2021";"4";"Canton Mersch";"Y_GE100";"100 years or over";"Male";"0";"34652";"5";"0.0"
"2021";"710";"Wahl";"Y60T64";"From 60 to 64 years";"Total";"58";"1043";"58";"5.6"
"2021";"801";"Boulaide";"Y50T54";"From 50 to 54 years";"Male";"58";"1438";"108";"53.7"
"2021";"709";"Vichten";"Y25T29";"From 25 to 29 years";"Female";"43";"1365";"92";"46.7"
"2021";"1204";"Mondorf-les-Bains";"Y70T74";"From 70 to 74 years";"Total";"315";"5403";"315";"5.8"
"2021";"212";"Rumelange";"Y45T49";"From 45 to 49 years";"Female";"203";"5670";"414";"49.0"
"2021";"7";"Canton Redange";"Y15T29";"From 15 to 29 years";"Total";"3791";"20279";"3791";"18.7"
"2021";"309";"Strassen";"Y50T54";"From 50 to 54 years";"Total";"714";"10261";"714";"7.0"
"2021";"210";"Reckange-sur-Mess";"Y60T64";"From 60 to 64 years";"Male";"68";"2684";"145";"46.9"
"2021";"1203";"Lenningen";"Y40T44";"From 40 to 44 years";"Total";"156";"2047";"156";"7.6"
